word|transliteration|meaning|sentences
ミーティング|みーてぃんぐ|"""meeting <font color=""""#8e8e93"""">(loan word)</font>"""|朝9時からミーティングが始まった。<br><br>ミーティングは2時からです。
嫌い|きらい|hate, dislike|私はタバコが嫌いです。<br><br>私はにんじんが嫌いだ。
金曜日|きんようび|Friday|金曜日の夜は友達と出かけます。<br><br>私は１週間で金曜日がいちばん好きです。
要る|いる|to need, require|予約は要りません。<br><br>袋は要りません。
無い|ない|to not be (inanimate things)|ここには何も無い。<br><br>私はお金が無いので家にいます。
黄色い|きいろい|"""<font color=""""#ff9500"""">yellow</font>"""|彼女に黄色いバラを買いました。<br><br>私は黄色いTシャツを買いました。
風邪|かぜ|cold (illness)|私は風邪をひきました。<br><br>早く風邪を治してください。
優しい|やさしい|"""<span style=""""color: rgb(255, 0, 255);"""">gentle, kind</span>"""|彼はとても優しい人です。<br><br>私のお父さんはとても優しいです。
晴れる|はれる|"""<span style=""""color: rgb(255, 170, 0);"""">to be/become sunny, clear up</span>"""|明日は晴れるといいですね。<br><br>今日はよく晴れましたね。
汚い|きたない|dirty|彼の部屋はとても汚い。<br><br>汚い言葉は使わないでください。
茶色|ちゃいろ|"""<span style=""""color: rgb(125, 97, 57);"""">brown</span>"""|彼女は茶色の靴を履いています。<br><br>その茶色のかばんが私のです。
空く|すく|"""to become empty, become less crowded <span style=""""color: rgb(102, 102, 102);"""">(no direct object)</span>"""|レストランは空いていました。<br><br>お腹が空きました。
上る|のぼる|to go up, climb, ascend|ネコが屋根に上っている。<br><br>日は東から上ります。
ご飯|ごはん|meal, cooked rice|私はパンよりご飯が好きだ。<br><br>私は納豆でご飯を3杯食べました。
日|にち|counter for days|私たちは先月11日に結婚しました。<br><br>彼女の誕生日は7月16日です。
髪の毛|かみのけ|"""hair, <font color=""""#8e8e93"""">each strand of hair</font>"""|パスタに髪の毛が入っていました。<br><br>彼の部屋に長い髪の毛が落ちていました。
つける|つける|"""to turn on, <font color=""""#8e8e93"""">switch on</font>"""|電気をつけてください。<br><br>暑いのでクーラーをつけました。
月曜日|げつようび|Monday|月曜日に会いましょう。<br><br>私は１週間で月曜日がいちばん嫌いです。
入る|はいる|"""to enter, go inside<font color=""""#8e8e93""""> (no direct object)</font>"""|寒いので中に入ってください。<br><br>入る時はドアをノックしてください。
カタカナ|かたかな|katakana|お名前をカタカナで書いてください。<br><br>日本語にはひらがなとカタカナと漢字があります。
今週|こんしゅう|this week|今週は日本語のテストがあります。<br><br>私は今週はあまり忙しくありません。
開く|ひらく|"""to open <font color=""""#8e8e93"""">(abstractly opens and spreads itself</font> <span style=""""color: rgb(255, 0, 255);"""">ex. flower, events, doors </span><font color=""""#8e8e93"""">and uncommonly mouths/eyes)</font><br>"""|32ページを開いてください。<br><br>ノートを開いてください。
水|みず|water|水を一杯ください。<br><br>水を持って行きましょう。
あれ|あれ|that (over there)|あれは何ですか。<br><br>あれが東京タワーです。
二|に|two|その人には二回会った。<br><br>兄は二階にいます。
締める|しめる|to tighten, fasten|彼はシートベルトを締めた。<br><br>彼は最後にネクタイを締めました。
まずい|まずい|"""<font color=""""#34c759"""">bad tasting, unpleasant&nbsp;</font>"""|ここの料理はまずい。<br><br>あの店のラーメンはすごくまずいですよ。
平仮名|ひらがな|hiragana|私は平仮名を全部読めます。<br><br>妹は平仮名を全部覚えました。
曇る|くもる|to become cloudy|明日は昼頃から曇るでしょう。<br><br>今日は朝から空が曇っている。
触る|さわる|to touch, feel|絵に触らないでください。<br><br>汚い手で赤ちゃんに触らないで。
駄目|だめ|no good|彼は駄目な男だ。<br><br>そんなことしたら駄目だよ。
飲み物|のみもの|"""<font color=""""#007aff"""">beverage, drink</font>"""|何か飲み物が欲しいな。<br><br>冷たい飲み物をください。
木曜日|もくようび|Thursday|木曜日は仕事が休みです。<br><br>木曜日の３時から会社でミーティングがあります。
曜日|ようび|day of the week|曜日を間違えました。<br><br>ミーティングは何曜日ですか。
そば|そば|"""side, vicinity, <span style=""""color: rgb(102, 102, 102);"""">nearby</span>"""|そばにいてください。<br><br>駅のそばにある古いお寿司屋さんはおいしいですよ。
こっち|こっち|here, this way (casual)|こっちに来てください。<br><br>こっちを向いてください。
火曜日|かようび|Tuesday|火曜日に会議があります。<br><br>火曜日は日本語の授業があります。
渇く|かわく|"""<span style=""""color: rgb(14, 130, 255);"""">to become thirsty, </span><span style=""""color: rgb(102, 102, 102);"""">be thirsty, dry up<br>(no direct object)</span>"""|喉が渇きました。<br><br>今日は暑いので、すごく喉が渇きます。
三|さん|three|彼女は三人の子供の母親だ。<br><br>息子は今、三歳です。
水曜日|すいようび|Wednesday|水曜日はバイトがあります。<br><br>水曜日は１時半に学校が終わります。
二つ|ふたつ|two (things)|ソフトクリームを二つください。<br><br>テーブルの上にケーキが二つあります。
今晩|こんばん|this evening, tonight|今晩のパーティーは何時からですか。<br><br>今晩、飲みに行きませんか。
千|せん|thousand|千円貸してください。<br><br>その学校には生徒が千人以上いる。
六日|むいか|six days, sixth of the month|六日前に日本に帰ってきました。<br><br>今日は五月六日水曜日です。
お姉さん|おねえさん|older sister|昨日、あなたのお姉さんに会ったよ。<br><br>あなたのお姉さんは優しいですね。
直る|なおる|"""to be repaired, get fixed <font color=""""#8e8e93"""">(no direct object)</font>"""|クーラーはまだ直りません。<br><br>このプリンター、直りますか。
ちょっと|ちょっと|"""a bit, a little <font color=""""#666666"""">(amount or length of time)</font><br>"""|ちょっとだけ待っていてください。<br><br>もうちょっと塩を入れて。
四|よん|"""four <font color=""""#8e8e93"""">(Japanese origin)</font>"""|ハワイは四回目です。<br><br>パーティーがあるので、ワインを四本買いました。
これから|これから|from now on, after this|これからはもっと気を付けます。<br><br>私はこれからお医者さんに行きます。
考える|かんがえる|"""to think, consider, <font color=""""#8e8e93"""">ponder</font>"""|よく考えてください。<br><br>今、何を考えていたんですか。
戻る|もどる|to return to a point of departure|今、会社に戻ります。<br><br>彼は一人でホテルに戻った。
変える|かえる|"""to change<font color=""""#8e8e93""""> (something)</font>, alter <font color=""""#8e8e93"""">(direct object を)</font>"""|旅行の日程を変えました。<br><br>テレビのチャンネルを変えてください。
朝|あさ|"""<font color=""""#ff9f0a"""">morning</font>"""|気持ちのいい朝です。<br><br>朝、カーテンを開けた。
歯|は|tooth|私の歯は丈夫です。<br><br>彼は歯が白い。
頑張る|がんばる|"""to work hard, do one's best, <span style=""""color: rgb(102, 102, 102);"""">persist</span>"""|明日の試験、頑張ってね。<br><br>今日もお仕事、頑張ってください。
携帯電話|けいたいでんわ|cellular phone|この携帯電話はもう古い。<br><br>今日、携帯電話を家に忘れました。
雨|あめ|"""<font color=""""#0a84ff"""">rain</font>"""|雨が降っています。<br><br>今年は雨が少ないです。
金|かね|"""<font color=""""#30d158"""">money </font><font color=""""#8e8e93"""">(colloquial)</font>"""|これはかなり金がかかった。<br><br>今月はあまりお金がない。
易しい|やさしい|"""<span style=""""color: rgb(14, 130, 255);"""">easy, simple</span> <span style=""""color: rgb(102, 102, 102);"""">(colloquial)</span>"""|この問題はかなり易しいです。<br><br>テストはとても易しかった。
お兄さん|おにいさん|older brother|あなたのお兄さんは何歳？<br><br>あの子はお兄さんと同じ大学に行っている。
大きい|おおきい|big|あの大きい建物は何ですか。<br><br>海は広くて大きい。
小さい|ちいさい|small|小さい花が咲いています。<br><br>こう小さい字は読めない。
辛い|からい|spicy, hot|彼は辛いものが好きです。<br><br>このカレーはすごく辛い。
八|はち|eight|りんごを八個ください。<br><br>今日は八人も仕事を休んでいます。
あそこ|あそこ|over there|あそこにバス停があります。<br><br>出口はあそこです。
来る|くる|to come|彼は昼すぎに来ます。<br><br>彼女はいつ来ますか。
前|まえ|"""in front of <span style=""""color: rgb(102, 102, 102);"""">(position/location)</span>, before <span style=""""color: rgb(102, 102, 102);"""">(time)</span>"""|その店の前で会いましょう。<br><br>前の車はとても遅い。
